	sentence_id	token_id	token	freq	surp
167	18	0	The	0.0537	0.0
168	18	1	farmer	1.41e-05	13.88455317412451
169	18	2	that	0.0102	8.5518898716986
170	18	3	the	0.0537	6.6347157418448655
171	18	4	clerks	2.04e-06	16.820111040484402
172	18	5	discussed	2.82e-05	10.456424252755697
173	18	6	has	0.00234	7.231200228539443
174	18	7	ever	0.000457	12.488707477433357
175	18	8	been	0.00186	2.3659930783430045
176	18	9	appreciated	1.45e-05	14.962952809772263
177	19	0	The	0.0537	0.0
178	19	1	farmer	1.41e-05	13.88455317412451
179	19	2	that	0.0102	8.5518898716986
180	19	3	no	0.00224	11.80941706976843
181	19	4	clerks	2.04e-06	23.442892282690906
182	19	5	discussed	2.82e-05	15.260461742383637
183	19	6	has	0.00234	8.641312182592346
184	19	7	ever	0.000457	8.184884314921737
185	19	8	been	0.00186	1.973286445247501
186	19	9	appreciated	1.45e-05	12.570382171523494
187	20	0	No	0.00224	0.0
188	20	1	manager	9.33e-05	16.743983418336605
189	20	2	that	0.0102	7.647648043741641
190	20	3	the	0.0537	7.9617047297570425
191	20	4	architects	8.13e-06	15.749214088437654
192	20	5	loved	0.0001	11.036758344740516
193	20	6	has	0.00234	6.538361312886058
194	20	7	ever	0.000457	1.5000526828252951
195	20	8	been	0.00186	1.7992505801630527
196	20	9	ignored	1.86e-05	11.900373201453075
197	21	0	No	0.00224	0.0
198	21	1	manager	9.33e-05	16.743983418336605
199	21	2	that	0.0102	7.647648043741641
200	21	3	no	0.00224	11.438250116243191
201	21	4	architects	8.13e-06	20.02291773818661
202	21	5	loved	0.0001	13.897290589486603
203	21	6	has	0.00234	7.170342969074493
204	21	7	ever	0.000457	1.5409771951363678
205	21	8	been	0.00186	2.399253371591235
206	21	9	ignored	1.86e-05	10.339027559689207
207	22	0	The	0.0537	0.0
208	22	1	manager	9.33e-05	13.073657942177611
209	22	2	that	0.0102	8.803790967250523
210	22	3	the	0.0537	6.3054677136068245
211	22	4	architects	8.13e-06	15.550864803933806
212	22	5	loved	0.0001	11.238041113730926
213	22	6	has	0.00234	7.994602801677348
214	22	7	ever	0.000457	13.81262028712181
215	22	8	been	0.00186	1.7789231576613465
216	22	9	ignored	1.86e-05	12.542257426329943
217	23	0	The	0.0537	0.0
218	23	1	manager	9.33e-05	13.073657942177611
219	23	2	that	0.0102	8.803790967250523
220	23	3	no	0.00224	10.514399136884705
221	23	4	architects	8.13e-06	19.33192596403686
222	23	5	loved	0.0001	12.088984055597033
223	23	6	has	0.00234	8.544484138330516
224	23	7	ever	0.000457	13.274563008481351
225	23	8	been	0.00186	1.968558758881113
226	23	9	ignored	1.86e-05	12.181901085184018
227	24	0	No	0.00224	0.0
228	24	1	customer	4.07e-05	12.94943456098427
229	24	2	that	0.0102	9.011657000608624
230	24	3	the	0.0537	7.939148743489763
231	24	4	athletes	2.19e-05	16.809559104130244
232	24	5	liked	5.75e-05	12.904224727847195
233	24	6	has	0.00234	9.034686006308583
234	24	7	ever	0.000457	2.382257465758108
235	24	8	gotten	2.95e-05	6.142626951965005
236	24	9	old	0.000562	11.621209712389762
237	25	0	No	0.00224	0.0
238	25	1	customer	4.07e-05	12.94943456098427
239	25	2	that	0.0102	9.011657000608624
240	25	3	no	0.00224	11.397791382317077
241	25	4	athletes	2.19e-05	18.142590937024476
242	25	5	liked	5.75e-05	14.07927661552662
243	25	6	has	0.00234	9.2331402402493
244	25	7	ever	0.000457	1.697806510043866
245	25	8	gotten	2.95e-05	6.007691881607539
246	25	9	old	0.000562	12.74035542462019
247	26	0	The	0.0537	0.0
248	26	1	customer	4.07e-05	11.396716635375371
249	26	2	that	0.0102	8.953197882829588
250	26	3	the	0.0537	6.466062447061649
251	26	4	athletes	2.19e-05	17.620108729699677
252	26	5	liked	5.75e-05	12.944936229207997
253	26	6	has	0.00234	9.36791558463578
254	26	7	ever	0.000457	11.414928581044867
255	26	8	gotten	2.95e-05	7.0237026777526435
256	26	9	old	0.000562	11.699516445301834
257	27	0	The	0.0537	0.0
258	27	1	customer	4.07e-05	11.396716635375371
259	27	2	that	0.0102	8.953197882829588
260	27	3	no	0.00224	10.593420370971751
261	27	4	athletes	2.19e-05	20.252868370601185
262	27	5	liked	5.75e-05	13.05882645256982
263	27	6	has	0.00234	9.647972339323172
264	27	7	ever	0.000457	11.302715722299439
265	27	8	gotten	2.95e-05	6.269221206573978
266	27	9	old	0.000562	12.060672239928316
267	28	0	No	0.00224	0.0
268	28	1	officer	0.000107	16.306510383834127
269	28	2	that	0.0102	9.191904956215891
270	28	3	the	0.0537	6.564422438331032
271	28	4	actors	2.51e-05	13.994634157321661
272	28	5	met	0.000123	10.312329476857691
273	28	6	has	0.00234	8.017334668080839
274	28	7	ever	0.000457	2.6229912822204033
275	28	8	been	0.00186	2.280283438164369
276	28	9	popular	0.000117	14.569060419850555
277	29	0	No	0.00224	0.0
278	29	1	officer	0.000107	16.306510383834127
279	29	2	that	0.0102	9.191904956215891
280	29	3	no	0.00224	10.82312212546573
281	29	4	actors	2.51e-05	17.961192674274553
282	29	5	met	0.000123	12.542958229345082
283	29	6	has	0.00234	10.285175426506605
284	29	7	ever	0.000457	5.476527058927146
285	29	8	been	0.00186	2.138107378004474
286	29	9	popular	0.000117	10.86411477093249
287	30	0	The	0.0537	0.0
288	30	1	officer	0.000107	12.955137163353909
289	30	2	that	0.0102	8.191222352994355
290	30	3	the	0.0537	6.868412723582273
291	30	4	actors	2.51e-05	14.894298299938319
292	30	5	met	0.000123	7.65932267933761
293	30	6	has	0.00234	7.5718618352890035
294	30	7	ever	0.000457	13.479384436442388
295	30	8	been	0.00186	1.8127636264984628
296	30	9	popular	0.000117	15.401442890250834
297	31	0	The	0.0537	0.0
298	31	1	officer	0.000107	12.955137163353909
299	31	2	that	0.0102	8.191222352994355
300	31	3	no	0.00224	13.07396846630411
301	31	4	actors	2.51e-05	18.081931933960686
302	31	5	met	0.000123	12.89440906815483
303	31	6	has	0.00234	9.06705080117043
304	31	7	ever	0.000457	7.776880913879146
305	31	8	been	0.00186	2.2062895403035836
306	31	9	popular	0.000117	11.820325185981508
307	32	0	No	0.00224	0.0
308	32	1	teacher	7.59e-05	14.509623315877818
309	32	2	that	0.0102	7.91577438556848
310	32	3	the	0.0537	8.8067900481517
311	32	4	ministers	2.19e-05	15.061835547572596
312	32	5	hated	1.58e-05	12.7684715727009
313	32	6	has	0.00234	8.548699452099392
314	32	7	ever	0.000457	1.450820389932193
315	32	8	been	0.00186	0.9775824028219303
316	32	9	famous	6.92e-05	14.71220196297543
317	33	0	No	0.00224	0.0
318	33	1	teacher	7.59e-05	14.509623315877818
319	33	2	that	0.0102	7.91577438556848
320	33	3	no	0.00224	12.192406189250685
321	33	4	ministers	2.19e-05	19.325476953416977
322	33	5	hated	1.58e-05	14.843007531384682
323	33	6	has	0.00234	8.254791104667442
324	33	7	ever	0.000457	1.2523128392228329
325	33	8	been	0.00186	2.7132829160727856
326	33	9	famous	6.92e-05	10.705129689718907
327	34	0	The	0.0537	0.0
328	34	1	teacher	7.59e-05	12.045129852540681
329	34	2	that	0.0102	8.58482225568624
330	34	3	the	0.0537	6.569352464092342
331	34	4	ministers	2.19e-05	14.278700175643229
332	34	5	hated	1.58e-05	11.4648077476757
333	34	6	has	0.00234	9.734683842540914
334	34	7	ever	0.000457	12.58247077630417
335	34	8	been	0.00186	1.8493763163105348
336	34	9	famous	6.92e-05	10.88430239703213
337	35	0	The	0.0537	0.0
338	35	1	teacher	7.59e-05	12.045129852540681
339	35	2	that	0.0102	8.58482225568624
340	35	3	no	0.00224	11.06052740625885
341	35	4	ministers	2.19e-05	23.756396762006453
342	35	5	hated	1.58e-05	15.55038543544854
343	35	6	has	0.00234	11.776164432642014
344	35	7	ever	0.000457	8.748769424433746
345	35	8	been	0.00186	1.4043300219424244
346	35	9	famous	6.92e-05	11.136528771681629
347	36	0	No	0.00224	0.0
348	36	1	senator	3.8e-05	16.740907598334637
349	36	2	that	0.0102	8.076010122191603
350	36	3	the	0.0537	7.008614740969475
351	36	4	taxi	1.55e-05	15.920323130518318
352	36	5	drivers	3.63e-05	3.2022565555314864
353	36	6	admired	5.25e-06	12.86631871878414
354	36	7	has	0.00234	8.252269718703628
355	36	8	ever	0.000457	1.6334305855212987
356	36	9	had	0.00214	4.972012360765647
357	36	10	children	0.000295	11.447678826636384
358	37	0	No	0.00224	0.0
359	37	1	senator	3.8e-05	16.740907598334637
360	37	2	that	0.0102	8.076010122191603
361	37	3	no	0.00224	12.086147311736672
362	37	4	taxi	1.55e-05	18.03465019812937
363	37	5	drivers	3.63e-05	6.102020252345938
364	37	6	admired	5.25e-06	16.730750054337648
365	37	7	has	0.00234	8.638020228497243
366	37	8	ever	0.000457	1.0717207352077933
367	37	9	had	0.00214	4.475042280035551
368	37	10	children	0.000295	11.847219410549137
369	38	0	The	0.0537	0.0
370	38	1	senator	3.8e-05	15.14736461875679
371	38	2	that	0.0102	9.910530283475012
372	38	3	the	0.0537	5.450700509795101
373	38	4	taxi	1.55e-05	15.225438808081414
374	38	5	drivers	3.63e-05	4.232072390846364
375	38	6	admired	5.25e-06	12.504524459121289
376	38	7	has	0.00234	9.159626399189028
377	38	8	ever	0.000457	11.223361453317034
378	38	9	had	0.00214	5.41881068365622
379	38	10	children	0.000295	11.410559721187346
380	39	0	The	0.0537	0.0
381	39	1	senator	3.8e-05	15.14736461875679
382	39	2	that	0.0102	9.910530283475012
383	39	3	no	0.00224	10.667446963188677
384	39	4	taxi	1.55e-05	20.012629882521274
385	39	5	drivers	3.63e-05	4.830617495605022
386	39	6	admired	5.25e-06	17.790171045405494
387	39	7	has	0.00234	9.637943686043997
388	39	8	ever	0.000457	11.255103663194108
389	39	9	had	0.00214	4.442542725797314
390	39	10	children	0.000295	12.288264558249477
391	40	0	No	0.00224	0.0
392	40	1	consultant	1.35e-05	16.711289264458372
393	40	2	that	0.0102	8.158781100018688
394	40	3	the	0.0537	7.088281065717643
395	40	4	secretaries	3.16e-06	16.798419237159703
396	40	5	loved	0.0001	13.375065469486513
397	40	6	has	0.00234	7.848646923810892
398	40	7	ever	0.000457	1.8188823285045925
399	40	8	been	0.00186	1.7504762123633872
400	40	9	appreciated	1.45e-05	10.804959173234572
401	41	0	No	0.00224	0.0
402	41	1	consultant	1.35e-05	16.711289264458372
403	41	2	that	0.0102	8.158781100018688
404	41	3	no	0.00224	11.646337995955793
405	41	4	secretaries	3.16e-06	17.059871629810882
406	41	5	loved	0.0001	15.01442086285275
407	41	6	has	0.00234	9.690264569495225
408	41	7	ever	0.000457	4.722675987569915
409	41	8	been	0.00186	2.041850624532617
410	41	9	appreciated	1.45e-05	11.238515216207649
411	42	0	The	0.0537	0.0
412	42	1	consultant	1.35e-05	14.528782658173071
413	42	2	that	0.0102	9.445402366256282
414	42	3	the	0.0537	4.795447213120844
415	42	4	secretaries	3.16e-06	16.475572872947783
416	42	5	loved	0.0001	12.74322766724326
417	42	6	has	0.00234	8.756380578716199
418	42	7	ever	0.000457	13.717757252137988
419	42	8	been	0.00186	2.1888527878927793
420	42	9	appreciated	1.45e-05	9.890365072452632
421	43	0	The	0.0537	0.0
422	43	1	consultant	1.35e-05	14.528782658173071
423	43	2	that	0.0102	9.445402366256282
424	43	3	no	0.00224	12.567829482592186
425	43	4	secretaries	3.16e-06	20.400688702530687
426	43	5	loved	0.0001	14.03646533940211
427	43	6	has	0.00234	8.830316864656316
428	43	7	ever	0.000457	12.378853935133733
429	43	8	been	0.00186	1.7978395492936932
430	43	9	appreciated	1.45e-05	9.155734722058718
431	44	0	No	0.00224	0.0
432	44	1	guard	5.37e-05	14.950747856479975
433	44	2	that	0.0102	9.704272676950975
434	44	3	the	0.0537	6.127592268465952
435	44	4	executives	1.07e-05	14.908403373244646
436	44	5	liked	5.75e-05	14.673521548479874
437	44	6	has	0.00234	7.7370991162093965
438	44	7	ever	0.000457	2.722807256904271
439	44	8	been	0.00186	1.6442660826547986
440	44	9	ignored	1.86e-05	11.668862590753745
441	45	0	No	0.00224	0.0
442	45	1	guard	5.37e-05	14.950747856479975
443	45	2	that	0.0102	9.704272676950975
444	45	3	no	0.00224	10.658885981687273
445	45	4	executives	1.07e-05	20.77705650255609
446	45	5	liked	5.75e-05	11.760319608762625
447	45	6	has	0.00234	8.612202080571445
448	45	7	ever	0.000457	2.0126395209158865
449	45	8	been	0.00186	1.3633951809314202
450	45	9	ignored	1.86e-05	11.461155215305313
451	46	0	The	0.0537	0.0
452	46	1	guard	5.37e-05	12.88505623908301
453	46	2	that	0.0102	8.429408971327875
454	46	3	the	0.0537	5.623927484517056
455	46	4	executives	1.07e-05	14.922136155284377
456	46	5	liked	5.75e-05	11.218458384076206
457	46	6	has	0.00234	9.853815446410202
458	46	7	ever	0.000457	13.098893915634136
459	46	8	been	0.00186	1.8592240460242808
460	46	9	ignored	1.86e-05	13.508696129695737
461	47	0	The	0.0537	0.0
462	47	1	guard	5.37e-05	12.88505623908301
463	47	2	that	0.0102	8.429408971327875
464	47	3	no	0.00224	11.271513009548551
465	47	4	executives	1.07e-05	20.013850506993588
466	47	5	liked	5.75e-05	11.096753062885185
467	47	6	has	0.00234	9.843501172078122
468	47	7	ever	0.000457	13.669572156778349
469	47	8	been	0.00186	1.3156587588773596
470	47	9	ignored	1.86e-05	11.547209164013184
471	48	0	No	0.00224	0.0
472	48	1	clerk	1e-05	18.110961240964876
473	48	2	that	0.0102	8.893090631220943
474	48	3	the	0.0537	7.294875363456876
475	48	4	authors	3.09e-05	12.200456806349937
476	48	5	met	0.000123	6.188787999574838
477	48	6	has	0.00234	4.935283874018543
478	48	7	ever	0.000457	1.905563693412986
479	48	8	gotten	2.95e-05	8.733903733762524
480	48	9	old	0.000562	13.7879063571227
481	49	0	No	0.00224	0.0
482	49	1	clerk	1e-05	18.110961240964876
483	49	2	that	0.0102	8.893090631220943
484	49	3	no	0.00224	10.285964467138433
485	49	4	authors	3.09e-05	19.162462241936176
486	49	5	met	0.000123	12.89724846686103
487	49	6	has	0.00234	10.010729900155315
488	49	7	ever	0.000457	6.113218239127174
489	49	8	gotten	2.95e-05	8.784779202224506
490	49	9	old	0.000562	10.635002288911245
491	50	0	The	0.0537	0.0
492	50	1	clerk	1e-05	14.164575902680797
493	50	2	that	0.0102	9.59657065293264
494	50	3	the	0.0537	7.758990511406232
495	50	4	authors	3.09e-05	13.646060492331864
496	50	5	met	0.000123	4.249465454704555
497	50	6	has	0.00234	7.6901918643197265
498	50	7	ever	0.000457	13.30033319368336
499	50	8	gotten	2.95e-05	8.846327862979368
500	50	9	old	0.000562	11.4269443590807
501	51	0	The	0.0537	0.0
502	51	1	clerk	1e-05	14.164575902680797
503	51	2	that	0.0102	9.59657065293264
504	51	3	no	0.00224	12.494900814621953
505	51	4	authors	3.09e-05	18.70576573583835
506	51	5	met	0.000123	11.1549605361919
507	51	6	has	0.00234	9.303365848640007
508	51	7	ever	0.000457	9.787662441880393
509	51	8	gotten	2.95e-05	10.182802727992096
510	51	9	old	0.000562	10.439563019586872
511	52	0	No	0.00224	0.0
512	52	1	architect	1.2e-05	16.95916816870238
513	52	2	that	0.0102	8.173864596891077
514	52	3	the	0.0537	7.9312036847662695
515	52	4	pilots	1.32e-05	17.05062906425675
516	52	5	hated	1.58e-05	13.077330580463094
517	52	6	has	0.00234	10.445685761225123
518	52	7	ever	0.000457	1.8988525572616721
519	52	8	been	0.00186	2.218656396649239
520	52	9	popular	0.000117	6.775599629631129
521	53	0	No	0.00224	0.0
522	53	1	architect	1.2e-05	16.95916816870238
523	53	2	that	0.0102	8.173864596891077
524	53	3	no	0.00224	12.842369958974658
525	53	4	pilots	1.32e-05	18.383162805243224
526	53	5	hated	1.58e-05	15.821457107262077
527	53	6	has	0.00234	9.883288792542292
528	53	7	ever	0.000457	1.4762874249135316
529	53	8	been	0.00186	2.584477419222386
530	53	9	popular	0.000117	8.294146384528393
531	54	0	The	0.0537	0.0
532	54	1	architect	1.2e-05	13.174372409232415
533	54	2	that	0.0102	9.775631279842877
534	54	3	the	0.0537	6.449915188726637
535	54	4	pilots	1.32e-05	15.431864205807504
536	54	5	hated	1.58e-05	12.205179064050197
537	54	6	has	0.00234	10.388604563035793
538	54	7	ever	0.000457	12.428796851006412
539	54	8	been	0.00186	1.9259758399274691
540	54	9	popular	0.000117	11.868708052631794
541	55	0	The	0.0537	0.0
542	55	1	architect	1.2e-05	13.174372409232415
543	55	2	that	0.0102	9.775631279842877
544	55	3	no	0.00224	14.207542010570533
545	55	4	pilots	1.32e-05	21.543936453715776
546	55	5	hated	1.58e-05	11.545239814438986
547	55	6	has	0.00234	10.930102855746352
548	55	7	ever	0.000457	11.09897293323858
549	55	8	been	0.00186	2.1986491348849584
550	55	9	popular	0.000117	9.895095605191383
551	56	0	No	0.00224	0.0
552	56	1	athlete	1.29e-05	17.4622383953632
553	56	2	that	0.0102	7.256142899105679
554	56	3	the	0.0537	8.521896099964575
555	56	4	doctors	3.55e-05	11.970438452555719
556	56	5	helped	7.59e-05	12.3086830841612
557	56	6	has	0.00234	4.740162076572558
558	56	7	ever	0.000457	1.2466579588295619
559	56	8	been	0.00186	2.9959530821503355
560	56	9	famous	6.92e-05	12.866062766267977
561	57	0	No	0.00224	0.0
562	57	1	athlete	1.29e-05	17.4622383953632
563	57	2	that	0.0102	7.256142899105679
564	57	3	no	0.00224	12.058129765258808
565	57	4	doctors	3.55e-05	15.966507314608744
566	57	5	helped	7.59e-05	11.226790350906287
567	57	6	has	0.00234	6.643768217956552
568	57	7	ever	0.000457	1.750097233715422
569	57	8	been	0.00186	2.669652447642591
570	57	9	famous	6.92e-05	8.97859315440855
571	58	0	The	0.0537	0.0
572	58	1	athlete	1.29e-05	15.723810422968567
573	58	2	that	0.0102	7.539149440771219
574	58	3	the	0.0537	6.965307311859737
575	58	4	doctors	3.55e-05	11.539690039201464
576	58	5	helped	7.59e-05	10.126462578362997
577	58	6	has	0.00234	5.743918035767728
578	58	7	ever	0.000457	12.320358725679675
579	58	8	been	0.00186	2.6716729528659697
580	58	9	famous	6.92e-05	10.699280601630617
581	59	0	The	0.0537	0.0
582	59	1	athlete	1.29e-05	15.723810422968567
583	59	2	that	0.0102	7.539149440771219
584	59	3	no	0.00224	10.873157701490793
585	59	4	doctors	3.55e-05	17.41963021506029
586	59	5	helped	7.59e-05	12.589558741549892
587	59	6	has	0.00234	6.2490360772076095
588	59	7	ever	0.000457	12.3213477486851
589	59	8	been	0.00186	2.1756598166391328
590	59	9	famous	6.92e-05	10.119776763438717
591	60	0	No	0.00224	0.0
592	60	1	actor	4.47e-05	16.571021145925496
593	60	2	that	0.0102	7.472957249765725
594	60	3	the	0.0537	7.809012948780653
595	60	4	farmers	2.69e-05	15.861254952617998
596	60	5	loved	0.0001	9.111402866833494
597	60	6	has	0.00234	7.223412352259696
598	60	7	ever	0.000457	1.9957982251520192
599	60	8	had	0.00214	4.438069413114243
600	60	9	children	0.000295	12.759767380208626
601	61	0	No	0.00224	0.0
602	61	1	actor	4.47e-05	16.571021145925496
603	61	2	that	0.0102	7.472957249765725
604	61	3	no	0.00224	12.054441142861451
605	61	4	farmers	2.69e-05	19.96841875744891
606	61	5	loved	0.0001	12.243535094817627
607	61	6	has	0.00234	7.71577896513025
608	61	7	ever	0.000457	1.6357298613858293
609	61	8	had	0.00214	4.304703411640292
610	61	9	children	0.000295	12.620079389362004
611	62	0	The	0.0537	0.0
612	62	1	actor	4.47e-05	12.926643078203394
613	62	2	that	0.0102	9.066394161365483
614	62	3	the	0.0537	7.457714952900115
615	62	4	farmers	2.69e-05	16.51580033256218
616	62	5	loved	0.0001	8.303781454918482
617	62	6	has	0.00234	7.575476536168243
618	62	7	ever	0.000457	13.668527825216527
619	62	8	had	0.00214	5.611360811596851
620	62	9	children	0.000295	11.364440620065032
621	63	0	The	0.0537	0.0
622	63	1	actor	4.47e-05	12.926643078203394
623	63	2	that	0.0102	9.066394161365483
624	63	3	no	0.00224	12.484732803358844
625	63	4	farmers	2.69e-05	23.335205074116622
626	63	5	loved	0.0001	10.140516019186663
627	63	6	has	0.00234	8.035261044027918
628	63	7	ever	0.000457	12.803991382731489
629	63	8	had	0.00214	4.38431895637137
630	63	9	children	0.000295	11.355008786089307
631	64	0	No	0.00224	0.0
632	64	1	minister	0.00011	15.79116925293485
633	64	2	that	0.0102	8.275743777937834
634	64	3	the	0.0537	6.792516873675581
635	64	4	managers	2.95e-05	13.944505796689548
636	64	5	liked	5.75e-05	11.03711096497443
